ASET_KELAS,DIBUAT_OLEH,DIBUAT_TANGGAL,DIEDIT_OLEH,DIEDIT_TGL,DESKRIPSI,KET,CRAETED_DATE,UPDATE_DATE,GROUPASSET_ID,GROUPCLASSES_ID,FLAG
121008,,,,,Kendaraan Lainnya,KSO -Kendaraan Lainnya,,,1210,1210081173,1
121009,,,,,Pagar Pelabuhan Permanen,KSO -Pagar Pelabuhan Permanen,,,1210,1210091174,1
121009,,,,,Pagar Pelabuhan Non Permanen,KSO -Pagar Pelabuhan Non Permanen,,,1210,1210091175,1
125141,,,,,Mobile Conveyor,KSO -Mobile Conveyor,,,1210,1251411176,1
121007,,,,,Perlengk. Pmk (Termasuk Mobil,KSO -Perlengk. Pmk (Termasuk Mobil,,,1210,1210071050,1
120505,,,,,Instalasi Telekomunikasi & Per,AT -Instalasi Telekomunikasi & Per,,,1210,1205051032,1
120604,,,,,Pengembangan Piranti Lunak,ATB -ATB - Pengembangan Piranti Lunak,,,1206,120604120604,0
121003,,,,,Motor/Speed Boat,KSO -Motor/Speed Boat,,,1210,1210031018,1
121006,,,,,Gedung Kantor,KSO -Gedung Kantor,,,1210,1210061035,1
121007,,,,,Perlengkapan Rumah Dinas,KSO -Perlengkapan Rumah Dinas,,,1210,1210071049,1
121002,,,,,Sheet File,KSO -Sheet File,,,1210,1210021068,1
121002,,,,,Reception Facilities,KSO -Reception Facilities,,,1210,1210021081,1
121004,,,,,Side Loader,KSO -Side Loader,,,1210,1210041099,1
121004,,,,,Cassette System,KSO -Cassette System,,,1210,1210041112,1
121005,,,,,Instalasi Telekomunikasi & Per,KSO -Instalasi Telekomunikasi & Per,,,1210,1210051032,1
120504,,,,,Dump Truck,AT -Dump Truck,,,1205,1205041029,1
120506,,,,,Rumah Dinas,AT -Rumah Dinas,,,1205,1205061042,1
120509,,,,,Taman,AT -Taman,,,1205,1205091055,1
120502,,,,,Proteksi Dolphin,AT -Proteksi Dolphin,,,1205,1205021064,1
120502,,,,,Kanal,AT -Kanal,,,1205,1205021079,1
120504,,,,,Harbour Portal Crane,AT -Harbour Portal Crane,,,1205,1205041091,1
120504,,,,,Overhead Crane,AT -Overhead Crane,,,1205,1205041108,1
120505,,,,,Jaringan Instalasi Telkom,AT -Jaringan Instalasi Telkom,,,1205,1205051141,1
120506,,,,,Bangunan Gudang Persediaan Non Permanen,AT -Bangunan Gudang Persediaan Non Permanen,,,1205,1205061161,1
