NO_ASET,SUB_ASET,STATUS_PENGELOLAAN_RINCIAN,NAMA_PENYEWA,NO_KONTRAK_SEWA,AWAL_PERJANJIAN,AKHIR_PERJANJIAN,CREATED_BY,CREATED_ON,MODIFIED_BY,MODIFIED_ON,PIHAK_YANG_MENEMPATI,TAHUN,PERIODE,USES_TYPE,NO_USES,SCAN,NO_ITEM
120506003985,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120506003986,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120506003987,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120506003989,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120501000480,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),Kosong,2023,7,O001,1,,1
120506003995,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120506003997,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120506004004,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120504001724,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),SPMT,2023,7,O003,1,storage/upload/scan_pengelolaan/12132023155709657963d52c18b.pdf,1
120507001972,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120509000355,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),SPMT,2023,7,O003,1,storage/upload/scan_pengelolaan/12052023154703656ed5779546e.pdf,1
120502001707,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,storage/upload/scan_pengelolaan/12052023154902656ed5ee0a29b.pdf,1
120509000353,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120504001058,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),SPMT,2023,7,O003,1,storage/upload/scan_pengelolaan/12052023162456656ede584cf9c.pdf,1
120502001691,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),IKT,2023,7,O003,1,,1
120508000657,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),IPC TPK,2023,7,O001,1,,1
120508000658,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),IPC TPK,2023,7,O001,1,,1
120508000660,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120508000661,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120504001394,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120502000898,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/120620231519436570208f6c796.pdf,1
120502000894,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12062023152109657020e5a2eac.pdf,1
120504000471,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12062023152628657022245c8d8.pdf,1
120506001012,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/120620231528036570228379034.pdf,1
120505001403,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120509000192,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12062023153314657023baaaa04.pdf,1
120507001000,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12062023153544657024509948b.pdf,1
120507001001,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/120620231537026570249ec91c6.pdf,1
120507001003,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),Pelindo,2023,7,O001,1,storage/upload/scan_pengelolaan/1206202315385665702510817ba.pdf,1
120506001581,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120501000361,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),PT Pelabuhan Indonesia (Persero) / RUDIN GM,2023,7,O001,1,storage/upload/scan_pengelolaan/12062023155043657027d351d59.pdf,1
120508000416,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202315514465702810a96ba.pdf,1
120507000990,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120502005258,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/120620231657216570377171223.pdf,1
120508000290,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120502005282,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317191965703c97561e7.pdf,1
120502005281,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317195565703cbb96d0b.pdf,1
120502005280,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317202065703cd4b80b5.pdf,1
120506001093,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317204565703ced57f77.pdf,1
120501000897,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120502005279,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317212365703d13d96b9.pdf,1
120502005278,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317215265703d3001b50.pdf,1
120502005275,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317233365703d9519bb2.pdf,1
120502005274,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317240165703db1f191f.pdf,1
120506001094,0,,,,,,,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:31 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1206202317242165703dc5e89e8.pdf,1
120502002535,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/121220231605406578145422f68.pdf,1
120505001928,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12122023160718657814b6248fd.pdf,1
120504001127,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120505002240,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120506000839,0,,PT BNI (Persero),KS.02/27/12/1/D2.2/CEO/RBNT-21,Sat Jan 01 2022 00:00:00 GMT+0700 (Western Indonesia Time),Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O002,1,storage/upload/scan_pengelolaan/12122023180940657831646f409.pdf,1
120509000517,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),pelindo,2023,7,O001,1,,1
120506004014,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120506004011,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PT IPC TERMINAL PETIKEMAS,2023,7,O001,1,,1
120505001168,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),Teluk lamong,2023,7,O001,1,,1
120502003122,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120506002103,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/121320231009326579125cec29c.pdf,1
120503000174,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120506004016,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120501000619,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),Pemkab Bangka Tengah,2023,7,O001,1,,1
120502004096,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/121320231221596579316729164.pdf,1
120505001786,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O003,1,storage/upload/scan_pengelolaan/121320231325476579405b56bf7.pdf,1
120506002006,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),Pelindo,2023,7,O001,1,,1
120507001855,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120504001667,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PT KALTIM KARIANGAU TERMINAL,2023,7,O003,1,storage/upload/scan_pengelolaan/12142023083413657a4d8505fc8.pdf,1
120504001780,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),SPMT,2023,7,O003,1,storage/upload/scan_pengelolaan/121920230839536580e659de5df.pdf,1
120505002680,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120505002682,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120504002638,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PTP,2023,7,O003,1,,1
120506003602,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120504002639,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PTP,2023,7,O003,1,,1
120504001912,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12152023200208657c404071402.pdf,1
120504001128,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),Pelindo,2023,7,O001,1,,1
120504000545,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023125202657fcff2e88bf.pdf,1
120507000091,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120506001312,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),PT Pelindo,2023,7,O001,1,,1
120507000007,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120507000009,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,,1
120502001308,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023130518657fd30e00fac.pdf,1
120505000862,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023143526657fe82eded2f.pdf,1
120504003423,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023143540657fe83ca51a8.pdf,1
120502001332,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023143549657fe845787da.pdf,1
120502001333,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023143631657fe86f246fa.pdf,1
120507000310,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023143709657fe895d1fd0.pdf,1
120502001334,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023143730657fe8aa85b9a.pdf,1
120502001335,0,,,,,,,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:34 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023143820657fe8dcca33d.pdf,1
