0,1,2,3,4,5,6,7,8,9,10,11
121008,,,,,Kendaraan Lainnya,KSO -Kendaraan Lainnya,,,1,1210,1210081173
121009,,,,,Pagar Pelabuhan Permanen,KSO -Pagar Pelabuhan Permanen,,,1,1210,1210091174
121009,,,,,Pagar Pelabuhan Non Permanen,KSO -Pagar Pelabuhan Non Permanen,,,1,1210,1210091175
125141,,,,,Mobile Conveyor,KSO -Mobile Conveyor,,,1,1210,1251411176
121007,,,,,Perlengk. Pmk (Termasuk Mobil,KSO -Perlengk. Pmk (Termasuk Mobil,,,1,1210,1210071050
120505,,,,,Instalasi Telekomunikasi & Per,AT -Instalasi Telekomunikasi & Per,,,1,1210,1205051032
120604,,,,,Pengembangan Piranti Lunak,ATB -ATB - Pengembangan Piranti Lunak,,,0,1206,120604120604
121003,,,,,Motor/Speed Boat,KSO -Motor/Speed Boat,,,1,1210,1210031018
121006,,,,,Gedung Kantor,KSO -Gedung Kantor,,,1,1210,1210061035
121007,,,,,Perlengkapan Rumah Dinas,KSO -Perlengkapan Rumah Dinas,,,1,1210,1210071049
121002,,,,,Sheet File,KSO -Sheet File,,,1,1210,1210021068
121002,,,,,Reception Facilities,KSO -Reception Facilities,,,1,1210,1210021081
121004,,,,,Side Loader,KSO -Side Loader,,,1,1210,1210041099
121004,,,,,Cassette System,KSO -Cassette System,,,1,1210,1210041112
121005,,,,,Instalasi Telekomunikasi & Per,KSO -Instalasi Telekomunikasi & Per,,,1,1210,1210051032
120504,,,,,Dump Truck,AT -Dump Truck,,,1,1205,1205041029
120506,,,,,Rumah Dinas,AT -Rumah Dinas,,,1,1205,1205061042
120509,,,,,Taman,AT -Taman,,,1,1205,1205091055
120502,,,,,Proteksi Dolphin,AT -Proteksi Dolphin,,,1,1205,1205021064
120502,,,,,Kanal,AT -Kanal,,,1,1205,1205021079
120504,,,,,Harbour Portal Crane,AT -Harbour Portal Crane,,,1,1205,1205041091
120504,,,,,Overhead Crane,AT -Overhead Crane,,,1,1205,1205041108
120505,,,,,Jaringan Instalasi Telkom,AT -Jaringan Instalasi Telkom,,,1,1205,1205051141
120506,,,,,Bangunan Gudang Persediaan Non Permanen,AT -Bangunan Gudang Persediaan Non Permanen,,,1,1205,1205061161
120402,,,,,Terminal Penumpang,PI -Terminal Penumpang,,,1,1204,1204021013
120402,,,,,Gudang Penumpukan Permanen,PI -Gudang Penumpukan Permanen,,,1,1204,1204021077
120501,,,,,Tanah,AT -Tanah,,,1,1205,1205011001
120509,,,,,,,,,1,1205,1205091007
120604,,,,,,,,,0,1206,1206041154
120606,,,,,,,,,0,1206,1206061158
120507,,,,,,,,,1,1205,1205071033
120401,,,,,,,,,1,1204,1204011058
120401,,,,,,,,,1,1204,1204011056
120401,,,,,,,,,1,1204,1204011008
120401,,,,,,,,,1,1204,1204011035
120403,,,,,,,,,1,1204,1204031001
120502,,,,,,,,,1,1205,1205021056
120502,,,,,,,,,1,1205,1205021175
120502,,,,,,,,,1,1205,1205021044
120502,,,,,,,,,1,1205,1205021035
120604,,,,,,,,,0,1206,1206041158
120505,,,,,,,,,1,1205,1205051147
120506,,,,,,,,,1,1205,1205061174
120506,,,,,,,,,1,1205,1205061010
120506,,,,,,,,,1,1205,120506
120403,,,,,,,,,1,1204,1204031042
120403,,,,,,,,,1,1204,1204031009
120403,,,,,,,,,1,1204,1204031008
120504,,,,,,,,,1,1205,1205041172
120504,,,,,,,,,1,1205,1205041005
120507,,,,,,,,,1,1205,1205071173
120507,,,,,,,,,1,1205,1205071141
120604,,,,,,,,,0,1206,1206041067
120604,,,,,,,,,0,1206,1206041046
120605,,,,,,,,,0,1206,1206051156
120509,,,,,,,,,1,1205,1205091166
120601,,,,,,,,,0,1206,1206011149
120504,,,,,,,,,1,1205,1205041135
120502,,,,,,,,,1,1205,1205021040
120502,,,,,,,,,1,1205,1205021036
120502,,,,,,,,,1,1205,1205021038
120502,,,,,,,,,1,1205,1205021167
120502,,,,,,,,,1,1205,1205021096
120502,,,,,,,,,1,1205,1205021034
120502,,,,,,,,,1,1205,1205021031
120502,,,,,,,,,1,1205,1205021053
120502,,,,,,,,,1,1205,1205021160
120502,,,,,,,,,1,1205,1205021054
120502,,,,,,,,,1,1205,1205021136
120504,,,,,,,,,1,1205,1205041050
120504,,,,,,,,,1,1205,1205041164
120504,,,,,,,,,1,1205,1205041083
120504,,,,,,,,,1,1205,1205041044
120504,,,,,,,,,1,1205,1205041066
120504,,,,,,,,,1,1205,1205041046
120504,,,,,,,,,1,1205,1205041016
120502,,,,,,,,,1,1205,1205021041
120504,,,,,,,,,1,1205,1205041140
120502,,,,,,,,,1,1205,1205021043
120502,,,,,,,,,1,1205,1205021001
120504,,,,,,,,,1,1205,1205041165
120504,,,,,,,,,1,1205,1205041034
120502,,,,,,,,,1,1205,1205021148
120502,,,,,,,,,1,1205,1205021137
120502,,,,,,,,,1,1205,1205021039
120504,,,,,,,,,1,1205,1205041051
120503,,,,,,,,,1,1205,1205031013
120502,,,,,,,,,1,1205,1205021062
120502,,,,,,,,,1,1205,1205021055
120502,,,,,,,,,1,1205,1205021164
120502,,,,,,,,,1,1205,1205021151
120504,,,,,,,,,1,1205,1205041048
120502,,,,,,,,,1,1205,1205021030
120502,,,,,,,,,1,1205,1205021028
120503,,,,,,,,,1,1205,120503
120503,,,,,,,,,1,1205,1205031031
120502,,,,,,,,,1,1205,1205021032
120504,,,,,,,,,1,1205,1205041030
120504,,,,,,,,,1,1205,1205041010
