0,1,2,3,4,5,6,7,8,9
7138,125191000056,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pembangunan Taman Segara Kerthi BMTH,2011
7139,125191000001,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Penataan gedung & area sekitar sts pandu,1061
7140,125191000002,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Perbaikan tanah dan taman area depan gedung,1061
7141,125161000606,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Jasa Pekerjaan,2502
7142,125161000607,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pekerjaan Leveling Jalan KBT,1061
7143,125191000057,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pemb Taman Segara Kerthi,2011
7144,125191000058,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Taman Segara Kerthi,2011
7145,125191000003,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Taman dan Penghijauan Tg Sadari,1021
7146,125191000004,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Spv Taman Tg Sadari,1021
7147,125161000609,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pengawasan Pekerjaan Gate Lini 1,2307
7148,125161000610,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Perbaikan Fasilitas Rumah Dinas General,2305
7149,125191000059,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,"Saluran Depan Gudang 101, 102 dan 103",2304
7150,125191000060,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pagar Pelabuhan Depan Ex. Kantor&Ex. Gudang Lini I,2515
1467,120504001543,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:42 GMT+0700 (Western Indonesia Time),121,Chasis 40 Feet,2505
1468,120504001544,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:42 GMT+0700 (Western Indonesia Time),121,Chasis 40 Feet,2505
1469,120504001591,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:42 GMT+0700 (Western Indonesia Time),121,reach stacker 45 ton (relokasi jayapura),2505
1500,120506002039,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Mekanikal,2505
1501,120506002040,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Overhead Maintenance,2505
1502,120506002041,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Pintu Gerbang Utama (proyek TPB),2505
1503,120506002042,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Pos (proyek TPB),2505
1504,120506002043,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Rumah Dnas Mess Kadoodan,2505
1505,120506002044,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Rumah Dinas 01,2505
1506,120506002045,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Rumah Dinas 02,2505
1507,120506002046,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Rumah Dinas 03,2505
1508,120506002047,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Rumah Dinas 04,2505
1509,120506002048,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:00 GMT+0700 (Western Indonesia Time),121,Bangunan Kantin Lt.1,2505
1510,120506002080,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:09 GMT+0700 (Western Indonesia Time),121,Kantor (proyek TPB),2505
1511,120506002081,5,2024,[object Object],[object Object],Wed Jul 17 2024 17:01:09 GMT+0700 (Western Indonesia Time),121,Kantor Operator (proyek TPB),2505
1470,120504001603,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:42 GMT+0700 (Western Indonesia Time),121,Pengadaan 1 Unit Forklift Kapasitas 32 Ton,2505
1471,120504001629,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:42 GMT+0700 (Western Indonesia Time),121,Refurbished RTG#09,2505
1472,120504001630,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:42 GMT+0700 (Western Indonesia Time),121,Refurbished RTG#10,2505
1473,120504001647,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:43 GMT+0700 (Western Indonesia Time),121,Refurbished RTG#11,2505
1474,120504001709,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:43 GMT+0700 (Western Indonesia Time),121,Elektrifikasi Container Crane 06,2505
1475,120504001718,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:43 GMT+0700 (Western Indonesia Time),121,1 Unit New RTG (AJE Tahun 2020 No. 30),2505
1476,120504001719,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:43 GMT+0700 (Western Indonesia Time),121,1 Unit New RTG (AJE Tahun 2020 No. 30),2505
1477,120504001758,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:44 GMT+0700 (Western Indonesia Time),121,Sertifikasi R.S Terex,2505
1478,120504001774,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:44 GMT+0700 (Western Indonesia Time),121,Head Truck Chasis 40 feet HT 10,2505
7177,125161000619,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Jasa Konsultansi Individual Expert Reg 2 Pjg,2303
7178,125171000053,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Upgrading System BAS di Gedung Perkantoran BPL,2202
7179,125171000032,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pengadaan IP Phone System,1151
7180,125171000034,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Mesin dan peralatan laiin pengalihan dari PT. TCS,1061
7181,125191000013,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Penataan lapangan parkir truk,1081
7182,125191000016,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Penataan Halaman dan Pagar Kantor,1181
7183,125191000028,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pmbngnn Tempat Parkir Dermaga Pel Dalam,1061
7184,125171000055,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Penambahan dan Peremajaan Jaringan WAN dan LAN di,2201
7185,125171000035,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Penambahan Kapasitas Coreswitch & Perangkt NS,1021
7186,125171000036,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Penambahan Fitur Job System KA dan RFID Reader,1071
1975,1205040087,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Ex Gudang Dolog HPL NO 10/Mallusetasi,2501
1976,1205050022,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,test container crane ,1020
7187,125171000049,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pek Gate systm Kalianget & Tg Tembaga,1032
7188,125191000018,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,"Pmbbsn gudng x. Pertani, PPI & Berdikari",1021
7189,125161000621,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pengalihan Jalan TCC,2310
7190,125191000029,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pemagaran BRC Keliling Lini I Dermaga VI,1081
7191,125171000037,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pekerjaan Penambahan Otomasi Gate In/Out TPKS,1071
7192,125171000038,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Penambahan 2 Gate In/Out serta Jembatan Timbang,1071
7193,125161000592,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Migrasi AUC Jalan Priok,2302
7194,125161000593,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Jalan Akses Keliling Dermaga Samudera,2310
7195,125171000056,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,PR Digitalisasi Air Kapal,1011
7196,125161000622,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Revitalisasi Jalan Pelabuhan Gorontalo,2518
7197,125171000043,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:53 GMT+0700 (Western Indonesia Time),1,Peremajaan Jaringan Kantor & Penataan JaringanCCTV,1011
7198,125171000044,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:53 GMT+0700 (Western Indonesia Time),1,Command Center TPKS,1011
7127,125181000012,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pengadaan Truk PMK Kapasitas 5.000 Liter,1091
7128,125181000013,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pengadaan Mobil Tangga 1 (satu) Unit,1061
7129,125161000602,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,peningkatan Jalan Menuju Jetty,2310
7130,125161000603,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Add Pek Penataan Gedung Terminal Penumpang,2305
7131,125191000052,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pek Peningkatan Kelengkapan Fas Operasional PA II,2301
7132,125191000053,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,JASKON KEBUN RAYA MANGROVE SURABAYA,1011
7133,125181000014,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pengadaan Mobil Tangga 1 (satu) Unit,1061
7134,125181000015,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pengadaan Mbl Pemdm Kbkrn Kap 3000 L,1151
7135,125161000604,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,AUC Penataan Gedung Terminal Penumpang Reg 2 PLG,2305
7136,125161000605,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,PR Perbaikan Terpen Lembar,1111
7137,125191000054,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:52 GMT+0700 (Western Indonesia Time),1,Pembangunan Pagar Komplek Pelabuhan Palembang,2305
1398,120502002439,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:57:09 GMT+0700 (Western Indonesia Time),121,Talud Rumah Dinas,2505
1399,120504001303,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Engine RTG 01,2505
1400,120504001304,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Engine untuk RTG Crane #02,2505
1401,120504001305,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Ref. RTG#3 (AJE Tahun 2020 No.30),2505
1402,120504001306,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Refurbishment RTG#4,2505
1403,120504001307,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Ref. RTG#5 (AJE Tahun 2020 No.30),2505
1407,120504001311,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Side Loader (Relokasi Cab.Bitung),2505
1408,120504001312,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Sertifikasi 4 buah forklift,2505
1409,120504001313,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Forklift (proyek TPB),2505
1410,120504001314,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Forklift (proyek TPB),2505
1411,120504001315,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Lift Mask Forklift,2505
1412,120504001316,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Forklift Battery ( proyek bantuan IDB eks.Mks),2505
1413,120504001318,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Forklift 7 Ton,2505
1414,120504001319,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Head Truck (proyek TPB) 01,2505
1415,120504001320,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Head Truck (proyek TPB) 02,2505
1416,120504001321,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Head Truck (proyek TPB) 03,2505
1417,120504001322,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Head Truck 04,2505
1418,120504001323,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Head Truck (TMT. Juni 2009) 05,2505
1419,120504001324,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Terminal Kalmar / Headtruck (06),2505
1420,120504001325,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Terminal Kalmar / Headtruck (07),2505
1421,120504001326,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Head Truck (08),2505
1404,120504001308,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,R T G 06 (Relokasi Cab.Bitung),2505
1405,120504001309,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,R T G CSN 01 (AJP KP 2014),2505
1406,120504001310,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,R T G CSN 02 (AJP KP 2014),2505
1383,120501000400,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:23 GMT+0700 (Western Indonesia Time),121,Tanah untuk Mess Kadoodan HGB 291/Kadoodan,2505
1384,120501000419,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:23 GMT+0700 (Western Indonesia Time),121,Tanah PMN,2505
1385,120502002239,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:58 GMT+0700 (Western Indonesia Time),121,Talud proyek TPB,2505
1386,120502002240,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:58 GMT+0700 (Western Indonesia Time),121,Biaya Peresmian proyek TPB,2505
1387,120502002245,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:58 GMT+0700 (Western Indonesia Time),121,Dermaga Kontainer (proyek TPB),2505
1388,120502002247,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:58 GMT+0700 (Western Indonesia Time),121,Gudang CFS (proyek TPB),2505
1389,120502002248,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:58 GMT+0700 (Western Indonesia Time),121,Container Yard (proyek TPB),2505
1390,120502002249,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:59 GMT+0700 (Western Indonesia Time),121,Container Yard D2 (Relokasi Cab.Bitung),2505
1391,120502002298,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:56:59 GMT+0700 (Western Indonesia Time),121,Marka Jalur RTG (2012),2505
1392,120502002356,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:57:00 GMT+0700 (Western Indonesia Time),121,Trestel-8/HK.301/2/PI.IV-2018,2505
1393,120502002357,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:57:00 GMT+0700 (Western Indonesia Time),121,Dermaga 35 x 131-8/HK.301/2/PI.IV-2018,2505
1394,120502002358,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:57:00 GMT+0700 (Western Indonesia Time),121,Bolder 100T -8/HK.301/2/PI.IV-2018,2505
1395,120502002359,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:57:00 GMT+0700 (Western Indonesia Time),121,Rail Crane -8/HK.301/2/PI.IV-2018,2505
1396,120502002360,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:57:00 GMT+0700 (Western Indonesia Time),121,"Fender V600,L2500-8/HK.301/2/PI.IV-2018",2505
1397,120502002364,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:57:00 GMT+0700 (Western Indonesia Time),121,Pembuatan Jalur RTG dari Beton Bertulang CY PMN,2505
1923,1205040100,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:31 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Jl. H.Bau HGB 20031/Losari,2501
1924,1205040101,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:31 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah untuk akses jalan MNP (1) (eks K.Pusat),2501
1926,1205040102,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah untuk akses jalan MNP (2) (Eks K.Pusat),2501
1927,1205040103,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah untuk akses jalan MNP (BPH) (Eks.K.Pusat),2501
1937,1205040108,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Reklamasi PMN,2501
1939,1205040109,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Pembangunan Dermaga PT KKT (CAJE 51),2501
1941,1205040114,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Peralatan Pelabuhan,
1945,1205040117,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,ARTG Crane G1637,1071
1954,1205050010,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,test container crane ,1020
1956,1205050011,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,test container crane ,1020
1952,1205050009,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,test container crane ,1020
1929,1205040104,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah PMN,2501
1930,1205040105,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Reklamasi 5 Ha AJP KAP CAJE8,2501
1933,1205040106,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Reklamasi PMN,2501
1935,1205040107,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Reklamasi Ambon,2501
1859,1204010060,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:28 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Diusulkan untuk direclass ke AT-Tanah rudin,1021
1860,1204010061,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:28 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Diusulkan untuk direclass ke AT-Tanah rudin,1021
